,Business_Name,Boroughs,Cuisines,Inspection_Date,Action,Violation_Code,Violation_Description,Critical_Flag,Score,Grade,Grade_Date,Record_Date,Inspection_Type
1321,Master wok,Brooklyn,Chinese,10/11/2019,Violations were cited in the following area(s).,04h,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with haccp plan.",Critical,70.0,C,10/11/2019,11/20/2024,Cycle inspection / re-inspection
1322,Master wok,Brooklyn,Chinese,10/11/2019,Violations were cited in the following area(s).,08a,Facility not vermin proof. harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not critical,70.0,C,10/11/2019,11/20/2024,Cycle inspection / re-inspection
1323,Master wok,Brooklyn,Chinese,10/11/2019,Violations were cited in the following area(s).,02g,Cold food item held above 41º f (smoked fish and reduced oxygen packaged foods above 38 ºf) except during necessary preparation.,Critical,70.0,C,10/11/2019,11/20/2024,Cycle inspection / re-inspection
1324,Master wok,Brooklyn,Chinese,10/11/2019,Violations were cited in the following area(s).,10f,"Non-food contact surface improperly constructed. unacceptable material used. non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not critical,70.0,C,10/11/2019,11/20/2024,Cycle inspection / re-inspection
1325,Master wok,Brooklyn,Chinese,10/11/2019,Violations were cited in the following area(s).,05f,Insufficient or no refrigerated or hot holding equipment to keep potentially hazardous foods at required temperatures.,Critical,70.0,C,10/11/2019,11/20/2024,Cycle inspection / re-inspection
1326,Master wok,Brooklyn,Chinese,10/11/2019,Violations were cited in the following area(s).,02b,Hot food item not held at or above 140º f.,Critical,70.0,C,10/11/2019,11/20/2024,Cycle inspection / re-inspection
1327,Master wok,Brooklyn,Chinese,10/11/2019,Violations were cited in the following area(s).,04m,Live roaches present in facility's food and/or non-food areas.,Critical,70.0,C,10/11/2019,11/20/2024,Cycle inspection / re-inspection
1328,Dziupla,Brooklyn,Polish,10/12/2019,Establishment closed by dohmh. violations were cited in the following area(s) and those requiring immediate action were addressed.,04h,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with haccp plan.",Critical,76.0,Nan,Nan,11/20/2024,Cycle inspection / initial inspection
1329,Dziupla,Brooklyn,Polish,10/12/2019,Establishment closed by dohmh. violations were cited in the following area(s) and those requiring immediate action were addressed.,05d,Hand washing facility not provided in or near food preparation area and toilet room. hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. soap and an acceptable hand-drying device not provided.,Critical,76.0,Nan,Nan,11/20/2024,Cycle inspection / initial inspection
1330,Dziupla,Brooklyn,Polish,10/12/2019,Establishment closed by dohmh. violations were cited in the following area(s) and those requiring immediate action were addressed.,08a,Facility not vermin proof. harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not critical,76.0,Nan,Nan,11/20/2024,Cycle inspection / initial inspection
1331,Dziupla,Brooklyn,Polish,10/12/2019,Establishment closed by dohmh. violations were cited in the following area(s) and those requiring immediate action were addressed.,06c,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,76.0,Nan,Nan,11/20/2024,Cycle inspection / initial inspection
1332,Dziupla,Brooklyn,Polish,10/12/2019,Establishment closed by dohmh. violations were cited in the following area(s) and those requiring immediate action were addressed.,04n,"Filth flies or food/refuse/sewage-associated (frsa) flies present in facility’s food and/or non-food areas.  filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  food/refuse/sewage-associated flies include fruit flies, drain flies and phorid flies.",Critical,76.0,Nan,Nan,11/20/2024,Cycle inspection / initial inspection
1333,Dziupla,Brooklyn,Polish,10/12/2019,Establishment closed by dohmh. violations were cited in the following area(s) and those requiring immediate action were addressed.,10f,"Non-food contact surface improperly constructed. unacceptable material used. non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not critical,76.0,Nan,Nan,11/20/2024,Cycle inspection / initial inspection
1334,Dziupla,Brooklyn,Polish,10/12/2019,Violations were cited in the following area(s).,20f,Current letter grade sign not posted.,Not critical,Nan,Nan,Nan,11/20/2024,Administrative miscellaneous / initial inspection
1335,Dziupla,Brooklyn,Polish,10/12/2019,Establishment closed by dohmh. violations were cited in the following area(s) and those requiring immediate action were addressed.,04k,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,76.0,Nan,Nan,11/20/2024,Cycle inspection / initial inspection
1336,Dziupla,Brooklyn,Polish,10/12/2019,Establishment closed by dohmh. violations were cited in the following area(s) and those requiring immediate action were addressed.,04l,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,76.0,Nan,Nan,11/20/2024,Cycle inspection / initial inspection
1337,Dziupla,Brooklyn,Polish,10/12/2019,Establishment closed by dohmh. violations were cited in the following area(s) and those requiring immediate action were addressed.,02b,Hot food item not held at or above 140º f.,Critical,76.0,Nan,Nan,11/20/2024,Cycle inspection / initial inspection
1338,Dziupla,Brooklyn,Polish,10/12/2019,Establishment closed by dohmh. violations were cited in the following area(s) and those requiring immediate action were addressed.,04m,Live roaches present in facility's food and/or non-food areas.,Critical,76.0,Nan,Nan,11/20/2024,Cycle inspection / initial inspection
1339,Dziupla,Brooklyn,Polish,10/12/2019,Establishment closed by dohmh. violations were cited in the following area(s) and those requiring immediate action were addressed.,02h,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º f to 70º f or less within 2  hours, and from 70º f to 41º f or less within 4 additional hours.",Critical,76.0,Nan,Nan,11/20/2024,Cycle inspection / initial inspection
1340,Grace caribbean cuisine,Brooklyn,Caribbean,10/15/2019,Violations were cited in the following area(s).,06c,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,19.0,Nan,Nan,11/20/2024,Cycle inspection / initial inspection
1341,Cafe tabaco y ron,Manhattan,Latin american,10/15/2019,Violations were cited in the following area(s).,04n,"Filth flies or food/refuse/sewage-associated (frsa) flies present in facility’s food and/or non-food areas.  filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  food/refuse/sewage-associated flies include fruit flies, drain flies and phorid flies.",Critical,30.0,Nan,Nan,11/20/2024,Pre-permit (operational) / initial inspection
1342,Grace caribbean cuisine,Brooklyn,Caribbean,10/15/2019,Violations were cited in the following area(s).,04l,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,19.0,Nan,Nan,11/20/2024,Cycle inspection / initial inspection
1343,Cafe tabaco y ron,Manhattan,Latin american,10/15/2019,Violations were cited in the following area(s).,08a,Facility not vermin proof. harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not critical,30.0,Nan,Nan,11/20/2024,Pre-permit (operational) / initial inspection
1344,Cafe tabaco y ron,Manhattan,Latin american,10/15/2019,Violations were cited in the following area(s).,06d,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,30.0,Nan,Nan,11/20/2024,Pre-permit (operational) / initial inspection
1345,Grace caribbean cuisine,Brooklyn,Caribbean,10/15/2019,Violations were cited in the following area(s).,04n,"Filth flies or food/refuse/sewage-associated (frsa) flies present in facility’s food and/or non-food areas.  filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  food/refuse/sewage-associated flies include fruit flies, drain flies and phorid flies.",Critical,19.0,Nan,Nan,11/20/2024,Cycle inspection / initial inspection
1346,Cafe tabaco y ron,Manhattan,Latin american,10/15/2019,Violations were cited in the following area(s).,04c,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,30.0,Nan,Nan,11/20/2024,Pre-permit (operational) / initial inspection
1347,Grace caribbean cuisine,Brooklyn,Caribbean,10/15/2019,Violations were cited in the following area(s).,10b,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not critical,19.0,Nan,Nan,11/20/2024,Cycle inspection / initial inspection
1348,Cafe tabaco y ron,Manhattan,Latin american,10/15/2019,Violations were cited in the following area(s).,04h,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with haccp plan.",Critical,30.0,Nan,Nan,11/20/2024,Pre-permit (operational) / initial inspection
1349,Grace caribbean cuisine,Brooklyn,Caribbean,10/15/2019,Violations were cited in the following area(s).,08a,Facility not vermin proof. harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not critical,19.0,Nan,Nan,11/20/2024,Cycle inspection / initial inspection
1350,Azgardz of new york,Bronx,American,10/16/2019,Violations were cited in the following area(s).,10h,Proper sanitization not provided for utensil ware washing operation.,Not critical,6.0,A,10/16/2019,11/20/2024,Cycle inspection / initial inspection
1351,Azgardz of new york,Bronx,American,10/16/2019,Violations were cited in the following area(s).,10f,"Non-food contact surface improperly constructed. unacceptable material used. non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not critical,6.0,A,10/16/2019,11/20/2024,Cycle inspection / initial inspection
